ticker,quarter,year,foreignBuyVolumeTotal,foreignSellVolumeTotal,foreignBuyValueTotal,foreignSellValueTotal,foreignNetVolumeTotal,foreignNetValueTotal,foreignBuyVolumeMatched,foreignSellVolumeMatched,foreignBuyValueMatched,foreignSellValueMatched,foreignBuyVolumeDeal,foreignSellVolumeDeal,foreignBuyValueDeal,foreignSellValueDeal,foreignCurrentRoom,foreignTotalRoom,percentForeignTotalRoom,foreignOwned,percentForeignOwned
BBS,3,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2903675.0,2940000.0,0.49,36325.0,0.00605416666666
BBS,4,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2903675.0,2940000.0,0.49,36325.0,0.00605416666666
BCC,1,2022,552500.0,455100.0,13629100000.0,8553400000.0,97400.0,5075700000.0,50100.0,363400.0,1048510000.0,6368530000.0,0.0,0.0,0.0,0.0,58181923.0,0.0,0.0,-58181923.0,-0.47221825969509
BCC,2,2022,160200.0,224940.0,2935630000.0,4750807900.0,-64740.0,-1815177900.0,0.0,23000.0,0.0,321660000.0,0.0,0.0,0.0,0.0,58251663.0,60372807.0,0.48999999285771,2121144.0,0.01721570681399
BCC,3,2022,81800.0,998313.0,1216270000.0,13769548400.0,-916513.0,-12553278400.0,81800.0,998313.0,1216270000.0,13769548400.0,0.0,0.0,0.0,0.0,59033976.0,60372807.0,0.48999999285771,1338831.0,0.01086626931952
BCC,4,2022,483100.0,173802.0,3328110000.0,1211847300.0,309298.0,2116262700.0,483100.0,173802.0,3328110000.0,1211847300.0,0.0,0.0,0.0,0.0,58885578.0,60372807.0,0.48999999285771,1487229.0,0.01207070261579
BCF,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCF,2,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCF,3,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCF,4,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BED,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470000.0,1470000.0,0.49,0.0,0.0
BED,2,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470000.0,1470000.0,0.49,0.0,0.0
BED,3,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470000.0,1470000.0,0.49,0.0,0.0
BED,4,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470000.0,1470000.0,0.49,0.0,0.0
BKC,1,2022,10200.0,4000.0,105210000.0,36400000.0,6200.0,68810000.0,10200.0,4000.0,105210000.0,36400000.0,0.0,0.0,0.0,0.0,5727081.0,5751486.0,0.48999993865933,24405.0,0.00207919283868
BKC,2,2022,6500.0,2400.0,87690000.0,26730000.0,4100.0,60960000.0,6500.0,2400.0,87690000.0,26730000.0,0.0,0.0,0.0,0.0,5722981.0,5751486.0,0.48999993865933,28505.0,0.00242849382776
BKC,3,2022,2300.0,9600.0,22210000.0,71030000.0,-7300.0,-48820000.0,2300.0,9600.0,22210000.0,71030000.0,0.0,0.0,0.0,0.0,5723681.0,5751486.0,0.48999993865933,27805.0,0.00236885707353
BKC,4,2022,100.0,0.0,750000.0,0.0,100.0,750000.0,100.0,0.0,750000.0,0.0,0.0,0.0,0.0,0.0,5730181.0,5751486.0,0.48999993865933,21305.0,0.00181508721278
BNA,1,2022,0.0,103150.0,0.0,4098550000.0,-103150.0,-4098550000.0,0.0,103150.0,0.0,4098550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BNA,2,2022,0.0,300.0,0.0,13050000.0,-300.0,-13050000.0,0.0,300.0,0.0,13050000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BNA,3,2022,0.0,50.0,0.0,965000.0,-50.0,-965000.0,0.0,50.0,0.0,965000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BNA,4,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPC,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796230.0,0.0,0.0,-1796230.0,-0.47269210526315
BPC,2,2022,100.0,4310.0,1140000.0,42000000.0,-4210.0,-40860000.0,0.0,4310.0,0.0,42000000.0,0.0,0.0,0.0,0.0,1796130.0,1862000.0,0.49,65870.0,0.01733421052631
BPC,3,2022,3200.0,2200.0,35200000.0,22980000.0,1000.0,12220000.0,3200.0,2200.0,35200000.0,22980000.0,0.0,0.0,0.0,0.0,1799440.0,1862000.0,0.49,62560.0,0.01646315789473
BPC,4,2022,57900.0,1200.0,478090000.0,9840000.0,56700.0,468250000.0,57900.0,1200.0,478090000.0,9840000.0,0.0,0.0,0.0,0.0,1742740.0,1862000.0,0.49,119260.0,0.03138421052631
BSC,1,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1391566.0,1543866.0,0.48999999047844,152300.0,0.04833774339862
BSC,2,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1391566.0,1543866.0,0.48999999047844,152300.0,0.04833774339862
BSC,3,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1391566.0,1543866.0,0.48999999047844,152300.0,0.04833774339862
BSC,4,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1391566.0,1543866.0,0.48999999047844,152300.0,0.04833774339862
