label,CAGR,Vol,Sharpe,MaxDD,Days,HitRate_Daily
Portfolio (net),0.013321419502818621,0.11728704303065884,0.17004971361983118,-0.14075915808571426,775,0.005161290322580645
HNX Equal-Weight (proxy),0.17147078615224265,0.11308246242417619,1.4566454179994337,-0.27750172278528584,774,0.599483204134367
